30,70
1,2053.239,337.238,0,0,0
2,1999.274,173.5365,34.7903,23.8516,0.2633122
3,2040.68,1674.768,28.68862,51.95772,65.41979
4,1304.982,402.4612,35.08997,67.15917,39.09204
5,1541.826,40.72682,28.96152,11.76725,65.69396
6,311.2417,768.5718,64.76332,18.41465,47.45239
7,687.4182,1132.391,59.07346,0.225425,60.7618
8,148.6175,1817.814,39.80055,35.64017,32.68324
9,796.9509,1445.641,5.498627,37.41518,18.98268
10,1822.832,629.1047,29.52517,8.052643,53.39868
11,2480.042,1666.598,61.16943,54.02396,6.667861
12,1045.909,1346.691,57.00122,19.16336,47.34491
13,1660.723,590.7929,18.62747,57.21908,52.33001
14,2023.44,745.1192,57.08782,46.7565,67.65085
15,882.0359,481.0885,27.34754,22.52004,51.46402
16,2488.454,2039.011,41.89442,42.268,45.85159
17,2034.991,608.8037,21.95815,14.3023,45.49975
18,1308.163,1849.211,8.353003,40.33918,20.46958
19,12.45189,1723.911,15.86507,6.491584,14.5206
20,2219.477,462.6025,45.06875,68.50248,12.91343
21,1904.298,954.8775,55.90727,16.13665,15.98909
22,1441.953,1553.892,19.72198,34.70075,11.62736
23,882.9902,2176.51,22.11877,60.44254,49.6723
24,1336.025,1077.191,8.605214,65.37405,55.40291
25,540.5614,451.3445,18.18279,12.31291,16.5591
26,658.6104,735.5124,60.27119,10.38869,23.47783
27,1897.125,1193.932,31.71716,31.86617,33.55434
28,1962.255,23.8389,66.70576,37.98987,14.97677
29,2212.564,1332.796,44.67898,26.54753,0.01757766
30,1501.304,447.2711,29.74355,11.85201,69.5493
16,18,1225.902,0,70
2,5,560.3868,0,70
29,8,2149.609,0,70
21,9,1406.567,0,70
20,18,1701.161,0,70
29,19,2444.766,0,70
3,9,1266.102,0,70
5,19,2414.878,0,70
17,4,814.3256,0,70
4,30,214.6771,0,70
18,21,1270.486,0,70
29,7,1771.477,0,70
12,2,1741.003,0,70
29,23,1638.356,0,70
28,20,602.9145,0,70
19,20,2928.345,0,70
16,26,2255.323,0,70
2,15,1189.965,0,70
1,16,2036.404,0,70
18,24,869.3501,0,70
27,13,752.299,0,70
20,13,592.0672,0,70
17,9,1626.579,0,70
21,10,400.4755,0,70
10,22,1028.658,0,70
10,6,1765.828,0,70
1,11,1420.459,0,70
5,25,1255.976,0,70
20,14,378.2847,0,70
5,4,472.8435,0,70
15,26,395.7998,0,52.55705
1,13,510.8,0,70
4,23,2187.855,0,70
11,21,1084.771,0,70
19,17,2713.264,0,58.64924
20,22,1571.265,0,70
24,21,591.4972,0,70
18,6,1738.492,0,70
1,10,425.2511,0,70
20,5,866.7618,0,70
22,28,1708.346,0,70
3,12,1172.747,0,70
29,26,1969.543,0,36.39357
2,13,582.8792,0,70
5,29,1608.42,0,70
29,2,1294.878,0,41.75197
8,26,1288.43,0,70
17,28,666.8646,0,60.40937
15,1,1344.569,0,70
18,12,567.9854,0,33.44857
2,17,521.031,0,70
13,29,1099.26,0,70
27,6,1887.17,0,70
4,13,423.0011,0,70
15,18,1489.66,0,70
14,2,595.5051,0,70
6,26,399.5004,0,70
26,27,1395.658,0,70
12,23,857.5853,0,70
24,27,639.8717,0,70
6,28,2006.76,0,45.01653
2,29,1249.252,0,70
6,24,1092.811,0,70
24,17,965.555,0,70
30,16,2098.677,0,70
28,27,1310.027,0,70
7,29,1660.221,0,70
13,5,568.1751,0,55.84685
5,7,1630.882,0,70
25,26,322.0404,0,70
18,23,586.3709,0,70
7,22,886.7955,0,70
5,6,1640.533,0,70
7,1,1774.562,0,70
12,8,1183.999,0,54.9367
18,29,1179.592,0,70
11,12,1757.022,0,70
10,11,1387.435,0,70
6,22,1499.952,0,70
13,18,1436.575,0,34.84927
15,7,724.3408,0,70
24,13,599.0597,0,31.69593
27,2,1182.766,0,70
22,27,629.8619,0,70
19,12,1136.03,0,70
28,3,1902.061,0,70
6,8,1258.674,0,28.67614
16,11,438.9552,0,70
2,27,1157.466,0,70
20,10,503.3599,0,70
7,6,545.7074,0,70
10,12,1268.513,0,70
16,5,2553.073,0,50.91121
10,28,732.3755,0,70
27,17,632.8491,0,70
5,13,567.9177,0,70
26,9,742.4545,0,70
12,7,452.5543,0,70
3,5,1724.18,0,70
20,28,543.8195,0,70
19,9,951.4743,0,70
20,6,2094.275,0,70
21,18,1088.296,0,70
3,10,1105.649,0,70
19,25,1610.188,0,70
10,9,1559.679,0,70
23,5,2537.244,0,70
15,23,1811.78,0,70
1,24,1097.653,0,70
24,23,1205.459,0,70
4,18,1695.56,0,70
24,5,1157.881,0,70
10,29,962.0328,0,70
6,29,2225.37,0,28.26018
1,5,657.2554,0,55.29037
6,10,1729.095,0,70
8,25,1611.935,0,70
22,7,1019.728,0,34.29737
17,24,936.5754,0,70
24,28,1437.967,0,70
26,30,955.8945,0,70
28,15,1240.992,0,70
16,24,1775.743,0,70
21,11,1004.385,0,70
18,26,1331.546,0,70
8,17,2588.267,0,70
24,3,953.5201,0,70
27,28,1263.459,0,70
26,21,1410.547,0,48.482
12,6,1037.43,0,70
12,1,1577.382,0,58.02212
11,4,1895.995,0,70
19,6,1014.905,0,34.76283
24,8,1468.798,0,70
1,7,1638.456,0,36.3252
9,5,1758.664,0,70
7,13,1137.241,0,70
7,25,768.8044,0,70
18,9,779.4465,0,53.51834
13,6,1380.971,0,70
19,16,2901.363,0,48.03079
26,6,383.686,0,70
13,23,1997.088,0,70
25,19,1558.671,0,70
9,13,1311.51,0,70
15,16,2284.101,0,70
3,27,514.2525,0,70
23,17,2253.333,0,70
16,23,1698.464,0,36.81692
7,21,1382.15,0,70
20,23,2566.232,0,70
19,24,1703.794,0,70
14,5,978.9943,0,36.37271
9,26,728.3265,0,70
4,14,941.3065,0,57.00428
8,22,1361.14,0,59.85535
4,21,895.8357,0,70
1,18,1741.973,0,45.57319
17,5,849.9261,0,70
15,12,991.2465,0,70
12,21,1044.939,0,70
3,26,1923.07,0,70
26,5,1138.83,0,70
28,23,2798.969,0,70
16,29,789.6918,0,70
16,6,2697.158,0,70
22,12,536.2437,0,70
6,13,1374.529,0,70
16,12,1901.827,0,70
3,6,1979.124,0,70
17,23,1945.573,0,52.40568
23,4,2153.578,0,70
6,1,1976.213,0,70
30,2,674.498,0,46.94636
2,18,1925.863,0,70
24,6,1155.865,0,35.74658
24,9,737.2869,0,70
30,15,651.5688,0,70
17,27,710.5253,0,28.84957
11,26,2209.378,0,70
1,9,1951.19,0,70
6,14,1986.531,0,70
27,21,246.3051,0,70
4,5,505.1517,0,70
29,20,875.7101,0,70
29,28,1378.83,0,70
28,8,2629.365,0,30.07042
30,22,1224.941,0,70
12,10,1264.88,0,49.29699
27,8,1880.459,0,70
6,27,1927.473,0,70
21,16,1468.486,0,59.55112
8,5,2499.016,0,70
4,6,1062.279,0,70
6,7,533.6259,0,70
10,16,1753.715,0,70
24,20,1187.961,0,70
27,18,933.599,0,70
6,2,1828.611,0,70
13,11,1555.823,0,70
10,3,1164.303,0,70
9,7,353.8204,0,70
6,5,1455.342,0,70
22,15,1354.819,0,70
24,18,789.413,0,70
30,18,1468.711,0,70
13,16,1919.212,0,70
15,20,1442.721,0,70
27,26,1463.389,0,70
24,22,557.9681,0,70
1,2,180.5547,0,70
14,29,692.2964,0,70
4,3,1653.414,0,70
17,29,750.9524,0,70
27,22,592.046,0,44.15193
29,25,2263.237,0,70
8,19,184.7749,0,70
4,8,1890.413,0,70
26,24,882.3291,0,70
14,27,525.4164,0,45.63902
3,2,1708.217,0,70
29,6,2360.745,0,70
25,14,1731.304,0,70
5,11,1893.146,0,70
14,8,2355.973,0,70
12,27,894.5861,0,35.59407
5,2,480.8019,0,70
2,8,2652.618,0,70
30,24,655.9704,0,32.77461
26,19,1281.409,0,70
12,25,1227.694,0,70
29,10,935.5691,0,70
13,17,435.3683,0,70
25,29,2046.978,0,70
24,15,847.271,0,70
5,12,1438.587,0,58.32605
23,1,2293.028,0,42.01943
30,27,962.9673,0,46.5348
20,29,959.3204,0,70
13,27,764.5767,0,62.61875
21,22,830.4118,0,70
20,25,1714.812,0,70
18,25,1690.21,0,70
17,10,231.4797,0,60.62363
26,2,1687.377,0,70
11,25,2474.382,0,70
19,10,2441.891,0,42.93301
4,24,766.4892,0,70
9,21,1234.562,0,70
9,4,1173.464,0,70
8,30,2246.086,0,41.57016
25,10,1347.83,0,70
18,20,1912.868,0,70
29,12,1213.377,0,70
13,28,766.9845,0,70
30,13,254.4693,0,70
20,17,281.1963,0,70
23,18,633.5844,0,70
28,9,2117.471,0,70
26,10,1258.798,0,49.23954
17,18,1600.432,0,70
11,17,1205.181,0,70
13,7,1231.095,0,70
13,22,1048.114,0,70
9,10,1484.967,0,52.58635
15,10,991.7018,0,70
21,2,887.3558,0,70
30,25,1054.565,0,70
30,26,1010.867,0,70
9,29,1506.232,0,70
21,29,557.2635,0,70
2,6,2085.56,0,70
8,12,1168.351,0,70
30,17,598.8997,0,70
29,5,1700.586,0,30.74286
16,20,1650.383,0,70
14,25,1607.325,0,51.97523
13,20,653.3691,0,56.65814
6,18,1536.829,0,70
22,3,709.7311,0,70
26,11,2051.768,0,70
2,7,1835.085,0,70
15,6,643.482,0,53.02594
11,19,2515.192,0,32.12742
30,4,209.34,0,70
3,24,995.051,0,70
25,30,961.8148,0,70
19,15,1547.903,0,70
12,29,1276.506,0,70
7,11,2105.01,0,70
23,2,2561.521,0,70
26,14,1539.675,0,36.46906
20,27,837.7381,0,56.38414
25,11,2681.692,0,70
10,7,1423.371,0,70
8,14,2217.856,0,53.86081
12,15,969.0237,0,70
26,12,820.7576,0,70
18,22,341.2337,0,70
5,15,794.3342,0,70
17,21,405.539,0,30.74212
12,5,1475.209,0,70
6,20,2223.207,0,70
30,3,1591.682,0,40.85893
2,12,1683.669,0,70
3,21,818.6665,0,31.32888
4,29,1551.402,0,39.45357
9,8,838.313,0,70
21,13,502.0806,0,70
29,3,425.9624,0,28.76019
10,21,342.6911,0,70
16,27,1046.884,0,33.33957
23,9,814.3563,0,70
27,12,923.6024,0,70
11,28,1951.438,0,70
16,21,1316.371,0,70
15,2,1293.674,0,70
2,4,744.0927,0,57.56052
15,29,1855.98,0,44.40381
13,24,678.107,0,31.12475
11,15,2119.242,0,70
2,22,1613.812,0,70
13,21,519.9029,0,70
8,16,2627.699,0,70
8,11,2469.918,0,70
12,30,1158.919,0,70
3,13,1367.417,0,70
10,19,2219.532,0,70
30,19,2285.311,0,70
5,18,1895.255,0,55.79383
19,27,2149.348,0,70
7,5,1591.598,0,70
21,17,391.4378,0,50.38874
23,29,1714.359,0,70
20,3,1254.362,0,70
3,19,2255.913,0,70
23,11,1789.018,0,70
24,2,1315.348,0,70
8,23,877.6457,0,70
25,8,1483.999,0,70
3,15,1807.216,0,70
18,17,1457.367,0,70
27,24,683.7441,0,70
21,5,1174.992,0,70
5,10,769.0797,0,70
21,28,1065.621,0,70
7,3,1721.743,0,70
22,30,1176.579,0,62.93184
15,24,879.4772,0,70
8,18,1266.318,0,70
9,30,1236.19,0,70
1,27,1006.299,0,70
25,4,884.1005,0,70
11,16,383.4288,0,70
2,25,1559.771,0,70
25,24,1081.648,0,31.35888
29,27,370.893,0,70
8,1,2793.558,0,70
5,21,1025.248,0,70
24,26,899.5478,0,70
22,29,862.2343,0,70
3,18,792.8886,0,70
14,6,1880.68,0,70
10,27,571.7127,0,70
9,22,758.4932,0,70
15,5,884.5646,0,70
22,16,1278.855,0,70
23,16,1798.648,0,70
1,19,2616.001,0,70
21,24,656.7546,0,56.35826
14,28,824.9009,0,36.48119
11,24,1535.497,0,58.46029
13,9,1251.023,0,70
25,1,1774.951,0,70
17,20,253.3248,0,70
28,30,656.2704,0,70
10,15,997.1921,0,70
20,8,2810.849,0,37.97568
9,2,1839.309,0,70
14,23,1836.454,0,52.94994
17,30,578.4597,0,70
9,15,1117.353,0,70
17,11,1216.184,0,70
1,17,295.5854,0,70
7,17,1476.194,0,70
27,23,1628.739,0,70
9,20,1944.052,0,70
4,19,2116.753,0,59.43234
26,13,1089.562,0,34.11737
16,7,2222.516,0,47.52493
14,13,436.2472,0,70
25,18,1867.589,0,70
7,30,1139.887,0,70
8,24,1592.471,0,36.8887
1,30,575.4886,0,70
11,30,1817.811,0,70
2,24,1210.064,0,45.26093
3,29,393.8795,0,70
14,18,1367.146,0,70
22,18,354.1681,0,70
30,12,1100.686,0,70
11,13,1456.763,0,70
29,24,1023.021,0,70
8,29,2125.919,0,70
27,4,1084.062,0,70
11,23,1820.426,0,70
9,11,1901.113,0,55.28949
1,26,1586.416,0,70
29,15,1776.781,0,70
29,4,1476.039,0,70
18,30,1691.887,0,70
20,16,1748.984,0,37.11341
16,2,1934.058,0,70
26,25,348.2976,0,70
5,26,1309.894,0,70
5,24,1108.975,0,70
3,17,1230.869,0,70
6,9,835.1699,0,70
16,28,2192.386,0,70
11,3,487.1047,0,70
23,12,937.2653,0,70
21,30,654.6191,0,29.33669
11,27,793.4808,0,70
17,7,1725.009,0,45.42105
8,4,1936.541,0,70
30,20,814.9831,0,70
27,5,1254.297,0,70
28,21,1082.86,0,45.53218
17,12,1428.576,0,70
29,16,855.2115,0,70
