300,100
1,61.46175,112.4211,0,0,0
2,47.84189,35.03326,40.129,41.7109,23.46972
3,82.41094,9.074495,40.52353,43.11897,41.74675
4,8.778,44.97856,6.030008,66.07581,88.14055
5,73.96488,120.7482,2.594537,23.98805,73.35757
6,107.9771,152.763,96.87105,19,58.40301
7,129.6217,103.6751,28.68617,87.05935,39.11413
8,120.4265,146.5291,99.8385,53.37739,20.28527
9,24.55299,113.4006,41.12015,50.46954,18.53275
10,105.6958,146.1464,74.38099,2.175284,10.8456
11,105.1427,49.91496,21.76365,10.24841,37.60985
12,48.82339,42.87921,74.24763,90.80481,99.79913
13,83.4665,39.80482,12.5447,68.68269,95.81775
14,47.31462,50.07059,18.26924,88.18476,83.07897
15,16.25776,90.90921,16.37983,85.52974,93.49869
16,28.33841,165.9092,17.53719,34.43152,90.22128
17,120.03,50.43394,36.07392,6.657616,29.92134
18,89.25042,5.654394,61.4697,47.63718,7.41314
19,117.7354,123.1714,64.94949,74.79448,18.1202
20,37.70391,0.6776754,47.12677,12.47079,25.39721
21,63.68147,131.4967,46.52703,97.10763,91.0534
22,64.33336,114.3454,44.03669,14.67756,33.53606
23,98.41811,90.28278,94.33804,96.77588,82.30213
24,78.96813,162.6148,81.5574,75.04799,15.62556
25,84.88951,7.311571,15.60399,93.7931,25.57461
26,29.60425,120.7432,83.62722,56.92707,54.73023
27,124.5527,15.93891,24.19017,93.3827,48.06665
28,37.37705,29.999,74.99024,27.14061,70.54913
29,30.44931,141.3971,20.89378,72.86802,17.05343
30,35.04113,63.87082,50.98147,6.032289,98.60078
31,105.9089,165.0617,93.76648,11.0412,54.22305
32,87.02054,57.85314,40.54595,57.23671,18.10189
33,67.52243,59.62371,16.09766,94.02045,17.9663
34,57.65083,66.55409,44.71887,51.93004,97.90867
35,99.67178,61.50177,16.75869,16.01225,41.71328
36,10.57662,80.05388,77.56014,72.52073,11.72428
37,98.21003,78.84934,87.10398,14.83249,2.123371
38,62.32009,31.37244,6.034016,89.87639,52.40781
39,55.58152,135.7432,39.4016,50.62142,92.4305
40,55.16565,29.94896,33.37847,16.30017,77.48203
41,47.67796,102.8831,78.89804,70.45274,55.2196
42,88.34336,100.4305,85.95441,74.02457,33.15917
43,3.623643,95.844,35.36329,33.32959,43.01258
44,89.08495,100.0684,7.571954,24.03815,70.78081
45,125.7166,86.36169,53.05579,16.92042,37.3367
46,0.8591324,158.1977,78.75303,17.06367,30.0266
47,21.83963,56.1364,90.51507,76.1065,17.36443
48,3.399428,165.4292,26.20194,68.50578,55.1953
49,86.82942,81.72435,37.57986,85.76989,23.613
50,106.7609,154.2168,63.36861,32.27313,63.28055
51,48.36731,165.2209,71.32438,25.15851,35.01817
52,61.36494,11.61019,21.48144,58.28669,13.44987
53,113.1776,64.89255,79.00496,46.86361,83.5028
54,21.79885,10.76823,1.191183,85.72785,50.11426
55,58.16052,15.89959,16.05445,53.73671,69.73944
56,112.7504,12.19045,94.40069,11.6593,28.65843
57,90.22215,155.3874,54.66746,35.6442,45.7561
58,77.83779,18.27712,66.21687,26.82262,25.61715
59,3.490472,104.2914,81.90608,57.67628,91.55975
60,39.67962,3.982017,84.77346,27.86027,71.88299
61,104.4252,148.7285,17.81736,29.62113,63.33775
62,19.61544,155.1436,45.53168,32.2546,86.71111
63,75.82979,52.26251,4.160419,80.03587,27.15778
64,80.60715,46.4597,38.14917,90.74496,32.52325
65,7.61658,23.68246,74.18613,78.00452,48.5606
66,103.335,72.18135,52.69802,75.30626,12.79701
67,4.346002,63.80732,46.04054,15.39475,51.28003
68,71.9954,56.58112,82.1979,34.04852,67.08228
69,85.36326,13.64516,18.81871,28.23482,53.93822
70,128.3882,111.167,61.88321,85.40671,25.77794
71,119.0921,69.76014,64.15261,20.33662,50.77947
72,71.52278,82.76049,11.1268,35.00203,70.18059
73,97.26309,109.6628,50.24981,96.91401,50.48063
74,95.80923,169.2476,82.98548,0.5021852,4.766288
75,92.84896,128.049,58.5293,91.05045,57.49547
76,56.28776,62.79738,68.34015,23.10177,10.55105
77,104.1825,11.89551,46.11426,21.85175,27.42898
78,14.21697,71.72525,40.8773,76.73924,70.49996
79,59.67118,129.4254,40.49079,91.62152,88.42302
80,128.2325,161.393,64.1794,65.0288,98.74372
81,14.10032,55.59714,41.93321,13.79558,93.61332
82,24.86774,2.884051,40.85345,19.5527,48.93163
83,37.96756,78.08551,39.84464,86.7911,92.00644
84,112.8866,78.70336,45.6729,68.15763,28.53305
85,33.61977,160.1944,56.64365,0.9718149,99.72057
86,129.7479,52.54454,55.78073,1.26586,81.94591
87,118.1564,115.29,17.90059,36.15981,6.580759
88,52.68868,169.4442,26.52492,58.19052,24.67142
89,115.6086,3.579728,17.51611,26.64302,83.89246
90,76.9755,104.6483,23.60739,85.605,12.95413
91,129.363,47.75508,59.48624,12.45524,18.16358
92,4.817207,59.64036,75.5066,47.64368,91.67288
93,62.80391,166.8974,67.6346,91.61754,9.898942
94,22.17126,83.57071,95.90791,8.794421,84.12839
95,12.67267,115.2695,53.49878,49.42922,14.75299
96,32.16714,102.7834,8.674057,0.147752,77.2293
97,116.8968,162.1419,91.85443,32.36388,40.36439
98,15.42173,126.4968,39.16993,18.70019,14.64789
99,12.67634,42.13467,22.08645,79.87432,12.95549
100,49.64986,133.6738,78.89351,79.00886,11.2155
101,65.10791,49.65302,74.44183,80.24856,74.54737
102,13.60235,122.8581,96.04054,58.92177,83.23761
103,78.321,159.6919,24.29345,64.68482,3.178415
104,105.0438,23.36264,71.30846,63.73678,8.797971
105,98.85251,28.20515,45.7239,57.663,15.06309
106,68.04176,51.54595,5.628481,4.05574,97.21176
107,1.050903,126.5315,37.45823,5.775676,50.35626
108,73.59951,28.36931,95.83577,37.5477,96.85589
109,100.2739,112.6681,56.97399,43.86296,91.24328
110,94.7889,14.72962,84.87985,76.41025,89.24143
111,18.48823,157.5641,13.79681,97.76019,21.8894
112,83.94111,123.6143,18.53113,41.09163,71.53166
113,114.3814,61.28704,76.03745,50.99553,76.81501
114,108.6059,50.46528,92.87876,36.7445,13.3424
115,72.67829,158.2433,62.2586,83.44674,65.18908
116,122.1414,134.7074,79.5176,68.19948,11.03263
117,19.72637,160.9099,13.84108,9.06503,57.52082
118,65.70496,77.08608,59.80217,14.67815,91.08598
119,18.19775,120.9346,13.96771,74.49651,75.53663
120,72.15477,114.9956,0.3598507,45.55788,1.079242
121,25.04464,71.11454,13.38439,29.15852,41.92725
122,31.00401,84.00818,18.93744,41.20299,36.17544
123,17.72512,55.93129,78.39732,75.71999,24.60714
124,94.60102,105.2417,63.97691,20.70153,63.58854
125,56.48866,74.00711,34.1976,48.92435,63.88473
126,83.58213,13.72768,37.60826,42.30201,6.731809
127,40.82513,3.633236,10.6324,66.89615,51.60426
128,119.3665,11.65481,7.394739,94.09845,68.69289
129,36.73218,76.44574,47.97313,97.52055,33.70045
130,118.8337,9.373449,22.37122,57.32367,98.18413
131,86.29501,79.75369,65.33826,90.27117,30.65182
132,38.86496,13.9051,62.13393,34.7994,96.57866
133,89.53394,52.60041,73.22855,95.00786,84.45385
134,81.92438,122.1848,17.50594,31.99408,90.27947
135,19.6771,3.130298,2.080442,51.24165,12.83706
136,50.99324,20.26513,92.12646,84.25268,99.81229
137,57.25038,39.07756,36.87222,84.71412,72.44834
138,53.57707,96.08441,24.04794,5.661394,47.46966
139,10.3704,93.08017,40.37797,66.36282,73.95966
140,106.8618,134.2376,57.69865,93.7183,16.60413
141,56.11976,133.079,42.58008,33.62693,74.25228
142,63.90851,19.13396,52.60053,33.41722,82.7181
143,94.09988,60.03277,40.7922,53.50762,20.3902
144,107.134,90.96719,0.906086,95.36343,40.94471
145,120.5337,164.5313,29.78454,33.77675,65.00458
146,20.07324,14.19122,37.72755,89.89756,63.19792
147,0.1183933,78.37868,88.71451,67.64763,45.46707
148,48.10469,99.6932,86.33254,33.83574,60.4098
149,32.54928,85.96355,31.64327,1.979706,45.04302
