300,330
1,144.6968,19.3867,0,0,0
2,9.106514,60.23981,139.127,183.3926,30.36857
3,33.84033,63.67312,300.7237,85.21318,256.574
4,123.2463,59.8278,298.1778,4.394902,106.9032
5,104.8873,38.09487,17.93458,68.67671,71.87357
6,150.4731,62.87515,172.1182,308.3971,18.29399
7,111.3392,7.594934,64.67319,166.2965,328.6435
8,84.95138,31.98784,199.0024,133.597,213.3025
9,141.7215,85.37756,274.5044,172.6728,231.2123
10,113.8253,92.79167,163.2993,57.56585,53.47616
11,136.8772,3.330883,151.5065,226.468,59.54988
12,150.6815,129.218,182.0397,118.492,85.34178
13,117.1761,67.04625,299.3035,250.6557,67.47286
14,112.1797,107.1694,195.0781,240.2625,74.66166
15,155.5178,120.0722,208.4626,315.9333,211.9601
16,50.61046,89.36647,288.6585,18.98241,195.1333
17,64.82536,28.70707,300.0443,222.22,159.7536
18,137.9953,36.64993,58.57085,315.7954,57.49119
19,155.738,29.34592,27.92716,23.97347,111.0522
20,67.59132,109.0627,56.43039,153.7221,90.6206
21,159.2265,43.26943,285.0958,305.2035,127.7371
22,167.3844,43.54997,167.1694,130.0517,27.25357
23,63.72773,105.612,194.3258,68.98024,73.76534
24,8.240775,14.74369,326.5488,307.9323,79.40573
25,9.008089,129.9018,307.6866,299.4889,189.7027
26,0.01529663,68.48944,262.2839,314.1384,145.2768
27,104.3412,111.2656,100.2172,22.02082,164.2451
28,57.99103,79.85931,276.2906,42.22036,234.2356
29,106.1465,123.6619,105.0022,82.47191,77.60625
30,111.0714,62.60588,180.3458,29.44346,312.5605
31,154.5738,92.79056,141.5815,316.648,4.076006
32,13.39993,17.23298,253.3464,200.9595,260.9465
33,35.3632,66.97856,313.8639,32.32045,99.4398
34,137.5114,24.55891,55.03023,101.8518,192.8398
35,69.09685,19.27523,118.8186,85.03318,37.80709
36,100.844,75.4253,129.5582,45.92758,240.8312
37,123.1825,46.98086,239.3796,239.6614,287.689
38,86.72123,47.02612,3.992963,283.19,263.6073
39,106.1611,129.066,84.38696,221.6931,229.5404
40,12.45432,84.97406,223.0105,242.0915,279.8377
41,66.42099,29.32226,143.8972,207.2542,197.8505
42,34.61438,50.81287,324.1339,255.2308,316.2538
43,162.5351,120.2156,286.8645,222.8663,325.9275
44,87.45596,1.205017,282.5596,199.6328,325.6198
45,120.3821,67.14007,212.319,232.2673,99.18904
46,28.77239,122.0242,12.17024,48.27447,91.05167
47,75.34642,116.4317,300.1112,62.66665,252.0838
48,147.0514,51.0419,246.0946,296.5103,194.744
49,146.0367,30.37949,170.1362,228.5844,210.8182
50,91.24064,45.21141,123.786,127.3601,30.02674
51,112.7969,100.5944,262.3495,295.2132,206.5359
52,141.7414,43.21736,269.2386,255.1878,182.4307
53,89.44755,17.03929,273.1079,206.8403,264.3789
